Year,NOC,Sport,Bronze,Silver,Gold,Total Medals,Participants,Male Participants,Female Participants,Weighted Total
2012,DEN,Boxing,0,0,0,0,1,1,0,0
2012,DEN,Canoeing,0,4,0,4,5,4,1,12
2012,DEN,Cycling,0,1,1,2,10,10,0,9
2012,DEN,Equestrian,4,0,0,4,4,0,4,8
2012,DEN,Gymnastics,0,0,0,0,1,1,0,0
2012,DEN,Handball,2,0,4,6,29,15,14,28
2012,DEN,Rowing,7,2,6,15,10,7,3,56
2012,DEN,Sailing,3,1,0,4,13,7,6,9
2012,DEN,Shooting,0,2,0,2,5,3,2,6
2012,DEN,Table Tennis,1,0,0,1,3,2,1,2
2012,DEN,Tennis,0,0,0,0,1,0,1,0
2012,DEN,Triathlon,0,0,0,0,2,0,2,0
2012,DEN,Wrestling,0,0,0,0,2,2,0,0
2012,DJI,Aquatics,0,0,0,0,1,1,0,0
2012,DJI,Athletics,0,0,0,0,2,1,1,0
2012,DJI,Table Tennis,0,0,0,0,1,0,1,0
2012,DMA,Athletics,0,0,0,0,2,1,1,0
2012,DOM,Aquatics,0,0,0,0,2,1,1,0
2012,DOM,Athletics,0,2,4,6,9,6,3,30
2012,DOM,Boxing,0,0,0,0,3,3,0,0
2012,DOM,Gymnastics,0,0,0,0,1,0,1,0
2012,DOM,Judo,0,0,0,0,1,0,1,0
2012,DOM,Shooting,0,0,0,0,1,1,0,0
2012,DOM,Table Tennis,0,0,0,0,1,1,0,0
2012,DOM,Taekwondo,0,1,0,1,1,1,0,3
2012,DOM,Volleyball,0,0,0,0,12,0,12,0
2012,DOM,Weightlifting,0,0,0,0,2,0,2,0
2012,ECU,Aquatics,0,0,0,0,3,2,1,0
2012,ECU,Athletics,0,0,0,0,13,8,5,0
2012,ECU,Boxing,0,0,0,0,7,7,0,0
2012,ECU,Canoeing,0,0,0,0,1,1,0,0
2012,ECU,Cycling,0,0,0,0,2,2,0,0
2012,ECU,Equestrian,0,0,0,0,1,1,0,0
2012,ECU,Judo,0,0,0,0,1,0,1,0
2012,ECU,Shooting,0,0,0,0,1,0,1,0
2012,ECU,Triathlon,0,0,0,0,1,0,1,0
2012,ECU,Weightlifting,0,0,0,0,4,1,3,0
2012,ECU,Wrestling,0,0,0,0,2,1,1,0
2012,EGY,Aquatics,0,0,0,0,11,2,9,0
2012,EGY,Archery,0,0,0,0,2,1,1,0
2012,EGY,Athletics,0,0,0,0,6,6,0,0
2012,EGY,Badminton,0,0,0,0,1,0,1,0
2012,EGY,Boxing,0,0,0,0,5,5,0,0
2012,EGY,Canoeing,0,0,0,0,1,1,0,0
2012,EGY,Equestrian,0,0,0,0,1,1,0,0
2012,EGY,Fencing,0,2,0,2,12,6,6,6
2012,EGY,Football,0,0,0,0,16,16,0,0
2012,EGY,Gymnastics,0,0,0,0,4,1,3,0
2012,EGY,Judo,1,0,0,1,5,5,0,2
2012,EGY,Modern Pentathlon,0,0,0,0,3,2,1,0
2012,EGY,Rowing,0,0,0,0,5,3,2,0
2012,EGY,Sailing,0,0,0,0,1,1,0,0
2012,EGY,Shooting,0,0,0,0,7,5,2,0
2012,EGY,Table Tennis,0,0,0,0,6,3,3,0
2012,EGY,Taekwondo,1,0,0,1,4,2,2,2
2012,EGY,Weightlifting,0,0,0,0,8,5,3,0
2012,EGY,Wrestling,0,1,1,2,11,10,1,9
2012,ERI,Athletics,1,0,0,1,11,10,1,2
2012,ERI,Cycling,0,0,0,0,1,1,0,0
2012,ESA,Aquatics,0,0,0,0,2,1,1,0
2012,ESA,Athletics,0,0,0,0,2,1,1,0
2012,ESA,Cycling,0,0,0,0,1,0,1,0
2012,ESA,Judo,0,0,0,0,1,1,0,0
2012,ESA,Rowing,0,0,0,0,2,1,1,0
2012,ESA,Shooting,0,0,0,0,1,0,1,0
2012,ESA,Weightlifting,0,0,0,0,1,1,0,0
2012,ESP,Aquatics,8,30,0,38,49,17,32,106
2012,ESP,Archery,0,0,0,0,2,1,1,0
2012,ESP,Athletics,1,0,0,1,46,27,19,2
2012,ESP,Badminton,0,0,0,0,2,1,1,0
2012,ESP,Basketball,0,18,0,18,12,12,0,54
2012,ESP,Boxing,0,0,0,0,2,2,0,0
2012,ESP,Canoeing,1,5,2,8,8,6,2,29
2012,ESP,Cycling,1,1,0,2,16,15,1,5
2012,ESP,Equestrian,0,0,0,0,3,2,1,0
2012,ESP,Field hockey,0,11,0,11,18,18,0,33
2012,ESP,Football,0,1,2,3,17,17,0,15
2012,ESP,Gymnastics,0,0,0,0,13,5,8,0
2012,ESP,Handball,20,0,0,20,29,14,15,40
2012,ESP,Judo,0,0,0,0,6,2,4,0
2012,ESP,Sailing,0,3,6,9,14,7,7,45
2012,ESP,Shooting,0,0,0,0,8,6,2,0
2012,ESP,Table Tennis,0,0,0,0,5,2,3,0
2012,ESP,Taekwondo,0,2,1,3,3,2,1,12
2012,ESP,Tennis,0,2,0,2,12,6,6,6
2012,ESP,Triathlon,0,2,0,2,6,3,3,6
2012,ESP,Volleyball,0,1,0,1,4,2,2,3
2012,ESP,Weightlifting,0,0,0,0,2,1,1,0
2012,ESP,Wrestling,1,0,0,1,1,0,1,2
2012,EST,Aquatics,0,0,0,0,2,1,1,0
2012,EST,Archery,0,0,0,0,1,0,1,0
2012,EST,Athletics,2,0,1,3,10,7,3,10
2012,EST,Badminton,0,0,0,0,1,1,0,0
2012,EST,Cycling,0,0,0,0,2,1,1,0
2012,EST,Fencing,0,0,0,0,1,1,0,0
2012,EST,Judo,0,0,0,0,1,1,0,0
2012,EST,Rowing,0,1,0,1,6,6,0,3
2012,EST,Sailing,0,0,0,0,5,3,2,0
2012,EST,Shooting,0,0,0,0,1,0,1,0
2012,EST,Wrestling,0,1,0,1,2,2,0,3
2012,ETH,Aquatics,0,0,0,0,2,1,1,0
2012,ETH,Athletics,7,2,11,20,31,17,14,86
2012,FIJ,Aquatics,0,0,0,0,2,1,1,0
2012,FIJ,Archery,0,0,0,0,1,1,0,0
2012,FIJ,Athletics,0,0,0,0,2,1,1,0
2012,FIJ,Judo,0,0,0,0,1,1,0,0
2012,FIJ,Shooting,0,0,0,0,1,1,0,0
2012,FIJ,Weightlifting,0,0,0,0,2,1,1,0
2012,FIN,Aquatics,0,0,0,0,7,3,4,0
2012,FIN,Athletics,2,0,0,2,17,12,5,4
2012,FIN,Badminton,0,0,0,0,2,1,1,0
2012,FIN,Canoeing,0,0,0,0,2,0,2,0
2012,FIN,Cycling,0,0,0,0,2,1,1,0
2012,FIN,Equestrian,0,0,0,0,2,0,2,0
2012,FIN,Gymnastics,0,0,0,0,1,0,1,0
2012,FIN,Judo,0,0,0,0,3,1,2,0
2012,FIN,Sailing,3,2,1,6,11,6,5,18
2012,FIN,Shooting,0,0,1,1,4,1,3,6
2012,FIN,Taekwondo,0,0,0,0,1,0,1,0
2012,FIN,Tennis,0,0,0,0,1,1,0,0
2012,FIN,Weightlifting,0,0,0,0,1,1,0,0
2012,FIN,Wrestling,0,0,0,0,2,2,0,0
2012,FRA,Aquatics,11,24,23,58,35,17,18,232
2012,FRA,Archery,1,0,0,1,4,3,1,2
2012,FRA,Athletics,6,2,1,9,47,29,18,24
2012,FRA,Badminton,0,0,0,0,2,1,1,0
2012,FRA,Basketball,3,14,3,20,24,12,12,66
2012,FRA,Boxing,1,0,0,1,5,5,0,2
2012,FRA,Canoeing,1,0,4,5,14,9,5,26
2012,FRA,Cycling,4,13,3,20,23,14,9,65
2012,FRA,Equestrian,0,0,2,2,10,8,2,12
2012,FRA,Fencing,2,1,2,5,13,7,6,19
2012,FRA,Football,0,0,0,0,17,0,17,0
2012,FRA,Gymnastics,4,0,0,4,12,6,6,8
2012,FRA,Handball,0,0,25,25,29,15,14,150
2012,FRA,Judo,6,1,2,9,14,7,7,27
2012,FRA,Modern Pentathlon,0,0,0,0,3,1,2,0
2012,FRA,Rowing,5,2,1,8,14,14,0,22
2012,FRA,Sailing,2,1,0,3,16,9,7,7
2012,FRA,Shooting,2,3,2,7,14,8,6,25
2012,FRA,Table Tennis,0,0,0,0,3,1,2,0
2012,FRA,Taekwondo,1,1,0,2,2,0,2,5
2012,FRA,Tennis,2,2,0,4,7,5,2,10
2012,FRA,Triathlon,0,0,0,0,6,3,3,0
2012,FRA,Weightlifting,0,1,0,1,4,3,1,3
2012,FRA,Wrestling,2,0,1,3,6,5,1,10
2012,FSM,Aquatics,0,0,0,0,2,1,1,0
2012,FSM,Athletics,0,0,0,0,2,1,1,0
2012,FSM,Weightlifting,0,0,0,0,1,1,0,0
2012,FSM,Wrestling,0,0,0,0,1,1,0,0
2012,GAB,Athletics,0,0,0,0,2,1,1,0
2012,GAB,Boxing,0,0,0,0,2,2,0,0
2012,GAB,Football,0,0,0,0,15,15,0,0
2012,GAB,Judo,0,0,0,0,1,0,1,0
2012,GAB,Taekwondo,0,1,0,1,1,1,0,3
2012,GAM,Athletics,0,0,0,0,2,1,1,0
2012,GBR,Aquatics,8,6,4,18,91,41,50,58
2012,GBR,Archery,6,0,0,6,6,3,3,12
2012,GBR,Athletics,3,4,10,17,69,39,30,78
2012,GBR,Badminton,0,0,0,0,4,2,2,0
2012,GBR,Basketball,0,0,0,0,24,12,12,0
2012,GBR,Boxing,1,1,3,5,10,7,3,23
2012,GBR,Canoeing,4,4,4,12,15,9,6,44
2012,GBR,Cycling,7,13,43,63,25,14,11,311
2012,GBR,Equestrian,10,9,9,28,13,7,6,101
2012,GBR,Fencing,0,0,0,0,12,5,7,0
2012,GBR,Field hockey,16,0,0,16,32,16,16,32
2012,GBR,Football,0,0,0,0,33,17,16,0
2012,GBR,Gymnastics,31,1,0,32,18,5,13,65
2012,GBR,Handball,0,0,0,0,28,14,14,0
2012,GBR,Judo,1,1,0,2,14,7,7,5
2012,GBR,Modern Pentathlon,0,1,0,1,4,2,2,3
2012,GBR,Rowing,18,17,17,52,47,28,19,189
2012,GBR,Sailing,2,8,8,18,16,9,7,76
2012,GBR,Shooting,0,0,2,2,11,7,4,12
2012,GBR,Table Tennis,0,0,0,0,6,3,3,0
2012,GBR,Taekwondo,2,0,1,3,4,2,2,10
2012,GBR,Tennis,0,4,3,7,8,4,4,30
2012,GBR,Triathlon,1,0,1,2,6,3,3,8
2012,GBR,Volleyball,0,0,0,0,28,14,14,0
2012,GBR,Weightlifting,0,0,0,0,5,3,2,0
2012,GBR,Wrestling,0,0,0,0,1,0,1,0
2012,GBS,Athletics,0,0,0,0,2,1,1,0
2012,GBS,Wrestling,0,0,0,0,2,1,1,0
2012,GEO,Aquatics,0,0,0,0,1,1,0,0
2012,GEO,Archery,0,0,0,0,1,0,1,0
2012,GEO,Athletics,0,0,0,0,4,3,1,0
2012,GEO,Cycling,0,0,0,0,1,1,0,0
2012,GEO,Gymnastics,0,0,0,0,1,0,1,0
2012,GEO,Judo,0,0,1,1,7,7,0,6
2012,GEO,Shooting,2,2,2,6,1,0,1,22
2012,GEO,Tennis,0,0,0,0,2,0,2,0
2012,GEO,Weightlifting,0,0,0,0,3,3,0,0
2012,GEO,Wrestling,5,3,0,8,13,13,0,19
2012,GEQ,Athletics,0,0,0,0,2,1,1,0
2012,GER,Aquatics,7,7,8,22,37,22,15,83
2012,GER,Archery,0,0,0,0,2,1,1,0
2012,GER,Athletics,4,5,1,10,71,34,37,29
2012,GER,Badminton,0,0,0,0,6,4,2,0
2012,GER,Boxing,0,0,0,0,4,4,0,0
2012,GER,Canoeing,11,10,21,42,21,15,6,178
2012,GER,Cycling,10,10,3,23,22,13,9,68
2012,GER,Equestrian,4,3,13,20,13,5,8,95
2012,GER,Fencing,5,6,4,15,14,9,5,52
2012,GER,Field hockey,3,0,29,32,32,16,16,180
2012,GER,Gymnastics,8,17,4,29,19,6,13,91
2012,GER,Judo,2,2,1,5,11,6,5,16
2012,GER,Modern Pentathlon,0,0,1,1,4,2,2,6
2012,GER,Rowing,3,6,13,22,48,28,20,102
2012,GER,Sailing,0,0,0,0,12,8,4,0
2012,GER,Shooting,7,2,3,12,17,9,8,38
2012,GER,Table Tennis,5,4,0,9,6,3,3,22
2012,GER,Taekwondo,1,0,0,1,2,0,2,2
2012,GER,Tennis,0,0,0,0,7,2,5,0
2012,GER,Triathlon,0,0,1,1,6,3,3,6
2012,GER,Volleyball,0,0,2,2,20,16,4,12
2012,GER,Weightlifting,0,0,1,1,5,3,2,6
2012,GER,Wrestling,0,0,0,0,4,3,1,0
2012,GHA,Athletics,0,0,0,0,2,1,1,0
2012,GHA,Boxing,0,0,0,0,3,3,0,0
2012,GHA,Judo,0,0,0,0,1,1,0,0
2012,GHA,Weightlifting,0,0,0,0,1,0,1,0
2012,GRE,Aquatics,0,0,0,0,29,22,7,0
2012,GRE,Archery,0,0,0,0,1,0,1,0
2012,GRE,Athletics,0,0,0,0,23,11,12,0
2012,GRE,Canoeing,0,0,0,0,1,1,0,0
2012,GRE,Cycling,0,0,0,0,4,4,0,0
2012,GRE,Fencing,0,0,0,0,1,0,1,0
2012,GRE,Gymnastics,0,0,0,0,9,2,7,0
2012,GRE,Judo,1,0,1,2,2,1,1,8
2012,GRE,Rowing,2,0,0,2,10,8,2,4
2012,GRE,Sailing,0,0,0,0,11,9,2,0
2012,GRE,Shooting,0,0,0,0,3,2,1,0
2012,GRE,Table Tennis,0,0,0,0,2,2,0,0
2012,GRE,Taekwondo,0,2,0,2,1,1,0,6
2012,GRE,Volleyball,0,0,0,0,2,0,2,0
2012,GRE,Weightlifting,0,0,0,0,1,1,0,0
2012,GRE,Wrestling,0,0,0,0,2,1,1,0
2012,GRN,Aquatics,0,0,0,0,1,1,0,0
2012,GRN,Athletics,0,0,1,1,6,4,2,6
2012,GRN,Taekwondo,0,0,0,0,1,0,1,0
2012,GUA,Aquatics,0,0,0,0,1,1,0,0
2012,GUA,Athletics,0,2,0,2,6,3,3,6
2012,GUA,Badminton,0,0,0,0,1,1,0,0
2012,GUA,Cycling,0,0,0,0,1,1,0,0
2012,GUA,Gymnastics,0,0,0,0,1,0,1,0
2012,GUA,Judo,0,0,0,0,1,1,0,0
2012,GUA,Modern Pentathlon,0,0,0,0,1,1,0,0
2012,GUA,Sailing,0,0,0,0,2,1,1,0
2012,GUA,Shooting,2,2,0,4,2,2,0,10
2012,GUA,Taekwondo,0,0,0,0,1,0,1,0
2012,GUA,Weightlifting,0,0,0,0,2,1,1,0
2012,GUI,Aquatics,0,0,0,0,1,0,1,0
2012,GUI,Athletics,0,0,0,0,2,1,1,0
2012,GUI,Judo,0,0,0,0,1,1,0,0
2012,GUM,Aquatics,0,0,0,0,3,2,1,0
2012,GUM,Athletics,0,0,0,0,2,1,1,0
2012,GUM,Cycling,0,0,0,0,1,1,0,0
2012,GUM,Judo,0,0,0,0,1,1,0,0
2012,GUM,Wrestling,0,0,0,0,1,0,1,0
2012,GUY,Aquatics,0,0,0,0,2,1,1,0
2012,GUY,Athletics,0,0,0,0,3,2,1,0
2012,GUY,Judo,0,0,0,0,1,1,0,0
2012,HAI,Athletics,0,0,0,0,4,3,1,0
2012,HAI,Judo,0,0,0,0,1,0,1,0
2012,HKG,Aquatics,0,0,0,0,4,0,4,0
2012,HKG,Archery,0,0,0,0,1,1,0,0
2012,HKG,Athletics,0,0,0,0,5,4,1,0
2012,HKG,Badminton,0,0,0,0,4,1,3,0
2012,HKG,Cycling,1,0,0,1,5,3,2,2
2012,HKG,Fencing,0,0,0,0,6,3,3,0
2012,HKG,Gymnastics,0,0,0,0,2,1,1,0
2012,HKG,Judo,0,0,0,0,1,1,0,0
2012,HKG,Rowing,0,0,0,0,3,3,0,0
2012,HKG,Sailing,0,0,0,0,2,1,1,0
2012,HKG,Shooting,0,0,0,0,1,0,1,0
2012,HKG,Table Tennis,0,0,0,0,6,3,3,0
2012,HKG,Weightlifting,0,0,0,0,1,0,1,0
2012,HON,Aquatics,0,0,0,0,2,1,1,0
2012,HON,Athletics,0,0,0,0,2,1,1,0
2012,HON,Boxing,0,0,0,0,1,1,0,0
2012,HON,Football,0,0,0,0,16,16,0,0
2012,HON,Judo,0,0,0,0,1,1,0,0
2012,HON,Shooting,0,0,0,0,1,0,1,0
2012,HON,Weightlifting,0,0,0,0,1,1,0,0
2012,HON,Wrestling,0,0,0,0,1,1,0,0
2012,HUN,Aquatics,8,18,23,49,55,27,28,208
2012,HUN,Athletics,0,0,1,1,18,10,8,6
2012,HUN,Boxing,0,0,0,0,3,3,0,0
2012,HUN,Canoeing,4,20,23,47,13,8,5,206
2012,HUN,Cycling,0,0,0,0,3,2,1,0
2012,HUN,Fencing,1,1,1,3,4,2,2,11
2012,HUN,Gymnastics,0,0,1,1,3,2,1,6
2012,HUN,Handball,0,0,0,0,16,16,0,0
2012,HUN,Judo,1,1,0,2,8,4,4,5
2012,HUN,Modern Pentathlon,1,0,0,1,4,2,2,2
2012,HUN,Rowing,0,0,2,2,4,4,0,12
2012,HUN,Sailing,0,0,0,0,3,2,1,0
2012,HUN,Shooting,0,0,0,0,3,2,1,0
2012,HUN,Table Tennis,0,0,0,0,4,2,2,0
2012,HUN,Tennis,0,0,0,0,2,0,2,0
2012,HUN,Triathlon,0,0,0,0,1,0,1,0
2012,HUN,Weightlifting,0,0,0,0,1,1,0,0
2012,HUN,Wrestling,2,1,0,3,7,6,1,7
2012,INA,Aquatics,0,0,0,0,1,1,0,0
2012,INA,Archery,0,0,0,0,1,0,1,0
2012,INA,Athletics,0,0,0,0,2,1,1,0
2012,INA,Badminton,0,1,1,2,9,5,4,9
2012,INA,Fencing,0,0,0,0,1,0,1,0
2012,INA,Judo,0,0,0,0,1,1,0,0
2012,INA,Shooting,0,0,0,0,1,0,1,0
2012,INA,Weightlifting,3,1,0,4,6,5,1,9
2012,IND,Aquatics,0,0,0,0,1,1,0,0
2012,IND,Archery,0,0,0,0,6,3,3,0
2012,IND,Athletics,0,0,0,0,14,8,6,0
2012,IND,Badminton,1,0,0,1,5,2,3,2
2012,IND,Boxing,2,0,0,2,8,7,1,4
2012,IND,Field hockey,0,0,0,0,16,16,0,0
2012,IND,Judo,0,0,0,0,1,0,1,0
2012,IND,Rowing,0,0,0,0,3,3,0,0
2012,IND,Shooting,3,1,1,5,11,7,4,15
2012,IND,Table Tennis,0,0,0,0,2,1,1,0
2012,IND,Tennis,2,0,0,2,7,5,2,4
2012,IND,Weightlifting,0,0,0,0,2,1,1,0
2012,IND,Wrestling,2,1,0,3,5,4,1,7
2012,IOA,Athletics,0,0,0,0,2,2,0,0
2012,IOA,Judo,0,0,0,0,1,1,0,0
2012,IOA,Sailing,0,0,0,0,1,0,1,0
2012,IRI,Aquatics,0,0,0,0,1,1,0,0
2012,IRI,Archery,0,0,0,0,2,1,1,0
2012,IRI,Athletics,0,1,0,1,10,9,1,3
2012,IRI,Boxing,0,0,0,0,4,4,0,0
2012,IRI,Canoeing,0,0,0,0,2,1,1,0
2012,IRI,Cycling,0,0,0,0,3,3,0,0
2012,IRI,Fencing,0,0,0,0,1,1,0,0
2012,IRI,Rowing,0,0,0,0,2,1,1,0
2012,IRI,Shooting,0,0,0,0,3,1,2,0
2012,IRI,Table Tennis,0,0,0,0,2,1,1,0
2012,IRI,Taekwondo,1,1,0,2,3,2,1,5
2012,IRI,Weightlifting,1,2,1,4,6,6,0,14
2012,IRI,Wrestling,2,1,3,6,13,13,0,25
2012,IRL,Aquatics,0,0,0,0,4,1,3,0
2012,IRL,Athletics,0,0,0,0,21,7,14,0
2012,IRL,Badminton,0,0,0,0,2,1,1,0
2012,IRL,Boxing,3,1,1,5,6,5,1,15
2012,IRL,Canoeing,0,0,0,0,3,2,1,0
2012,IRL,Cycling,0,0,0,0,4,4,0,0
2012,IRL,Equestrian,1,0,0,1,8,5,3,2
2012,IRL,Gymnastics,0,0,0,0,1,1,0,0
2012,IRL,Judo,0,0,0,0,1,0,1,0
2012,IRL,Modern Pentathlon,0,0,0,0,2,1,1,0
2012,IRL,Rowing,0,0,0,0,1,0,1,0
2012,IRL,Sailing,0,0,0,0,8,7,1,0
2012,IRL,Shooting,0,0,0,0,1,1,0,0
2012,IRL,Triathlon,0,0,0,0,2,1,1,0
2012,IRQ,Aquatics,0,0,0,0,1,1,0,0
2012,IRQ,Archery,0,0,0,0,1,0,1,0
2012,IRQ,Athletics,0,0,0,0,2,1,1,0
2012,IRQ,Boxing,0,0,0,0,1,1,0,0
2012,IRQ,Shooting,0,0,0,0,1,0,1,0
2012,IRQ,Weightlifting,0,0,0,0,1,1,0,0
2012,IRQ,Wrestling,0,0,0,0,1,1,0,0
2012,ISL,Aquatics,0,0,0,0,7,3,4,0
2012,ISL,Athletics,0,0,0,0,3,2,1,0
2012,ISL,Badminton,0,0,0,0,1,0,1,0
2012,ISL,Handball,0,11,0,11,14,14,0,33
2012,ISL,Judo,0,0,0,0,1,1,0,0
2012,ISL,Shooting,0,0,0,0,1,1,0,0
2012,ISR,Aquatics,0,0,0,0,7,4,3,0
2012,ISR,Athletics,0,0,0,0,3,2,1,0
2012,ISR,Badminton,0,0,0,0,1,1,0,0
2012,ISR,Gymnastics,0,0,0,0,10,2,8,0
2012,ISR,Judo,1,0,0,1,5,4,1,2
2012,ISR,Sailing,1,0,0,1,7,3,4,2
2012,ISR,Shooting,0,0,0,0,1,1,0,0
2012,ISR,Tennis,0,0,0,0,3,2,1,0
2012,ISV,Aquatics,0,0,0,0,1,1,0,0
2012,ISV,Athletics,0,0,0,0,4,2,2,0
2012,ISV,Sailing,0,0,0,0,2,1,1,0
2012,ITA,Aquatics,3,19,7,29,70,37,33,105
2012,ITA,Archery,6,6,5,17,6,3,3,60
2012,ITA,Athletics,2,1,0,3,33,16,17,7
2012,ITA,Badminton,0,0,0,0,1,0,1,0
2012,ITA,Boxing,3,3,1,7,7,7,0,21
2012,ITA,Canoeing,2,2,2,6,8,5,3,22
2012,ITA,Cycling,3,0,0,3,13,8,5,6
2012,ITA,Equestrian,0,0,0,0,3,1,2,0
2012,ITA,Fencing,19,14,24,57,19,9,10,224
2012,ITA,Gymnastics,8,2,0,10,18,6,12,22
2012,ITA,Judo,1,0,1,2,9,4,5,8
2012,ITA,Modern Pentathlon,0,0,0,0,4,2,2,0
2012,ITA,Rowing,2,7,2,11,20,18,2,37
2012,ITA,Sailing,2,1,1,4,11,7,4,13
2012,ITA,Shooting,1,8,5,14,15,11,4,56
2012,ITA,Table Tennis,0,0,0,0,2,1,1,0
2012,ITA,Taekwondo,1,1,1,3,2,2,0,11
2012,ITA,Tennis,0,0,0,0,7,3,4,0
2012,ITA,Triathlon,0,0,0,0,3,2,1,0
2012,ITA,Volleyball,15,4,0,19,28,14,14,42
2012,ITA,Weightlifting,0,0,0,0,1,1,0,0
2012,ITA,Wrestling,0,0,0,0,1,1,0,0
2012,IVB,Athletics,0,0,0,0,2,1,1,0
2012,JAM,Aquatics,0,0,0,0,1,0,1,0
2012,JAM,Athletics,23,21,34,78,42,22,20,313
2012,JAM,Equestrian,0,0,0,0,1,0,1,0
2012,JAM,Taekwondo,0,0,1,1,1,1,0,6
2012,JOR,Aquatics,0,0,0,0,2,1,1,0
2012,JOR,Athletics,0,0,0,0,2,1,1,0
2012,JOR,Boxing,0,0,0,0,1,1,0,0
2012,JOR,Equestrian,0,0,0,0,1,1,0,0
2012,JOR,Taekwondo,0,0,0,0,3,1,2,0
2012,JPN,Aquatics,29,9,12,50,39,14,25,157
2012,JPN,Archery,3,2,0,5,6,3,3,12
2012,JPN,Athletics,1,2,1,4,44,27,17,14
2012,JPN,Badminton,0,2,0,2,11,5,6,6
2012,JPN,Boxing,1,0,1,2,4,4,0,8
2012,JPN,Canoeing,0,0,0,0,8,5,3,0
2012,JPN,Cycling,0,0,0,0,9,6,3,0
2012,JPN,Equestrian,0,0,0,0,8,7,1,0
2012,JPN,Fencing,0,6,0,6,10,4,6,18
2012,JPN,Field hockey,0,0,0,0,16,0,16,0
2012,JPN,Football,0,18,0,18,35,17,18,54
2012,JPN,Gymnastics,0,45,7,52,18,7,11,177
2012,JPN,Judo,4,3,1,8,14,7,7,23
2012,JPN,Modern Pentathlon,0,0,0,0,3,1,2,0
2012,JPN,Rowing,0,0,0,0,5,2,3,0
2012,JPN,Sailing,0,0,0,0,9,5,4,0
2012,JPN,Shooting,0,0,0,0,4,2,2,0
2012,JPN,Table Tennis,0,3,0,3,6,3,3,9
2012,JPN,Taekwondo,0,0,0,0,2,0,2,0
2012,JPN,Tennis,0,0,0,0,3,3,0,0
2012,JPN,Triathlon,0,0,0,0,5,2,3,0
2012,JPN,Volleyball,12,0,0,12,14,2,12,24
2012,JPN,Weightlifting,0,1,0,1,5,1,4,3
2012,JPN,Wrestling,5,0,8,13,13,9,4,58
2012,KAZ,Aquatics,1,1,0,2,18,15,3,5
2012,KAZ,Archery,0,0,0,0,2,1,1,0
2012,KAZ,Athletics,1,0,1,2,24,10,14,8
2012,KAZ,Boxing,2,1,1,4,11,9,2,13
2012,KAZ,Canoeing,0,0,0,0,5,4,1,0
2012,KAZ,Cycling,0,2,2,4,2,2,0,18
2012,KAZ,Fencing,0,0,0,0,3,2,1,0
2012,KAZ,Gymnastics,0,0,0,0,3,1,2,0
2012,KAZ,Judo,0,0,0,0,9,7,2,0
2012,KAZ,Modern Pentathlon,0,0,0,0,2,2,0,0
2012,KAZ,Rowing,0,0,0,0,2,1,1,0
2012,KAZ,Shooting,0,0,0,0,3,1,2,0
2012,KAZ,Taekwondo,0,0,0,0,3,1,2,0
2012,KAZ,Tennis,0,0,0,0,3,1,2,0
2012,KAZ,Weightlifting,0,0,5,5,8,4,4,30
2012,KAZ,Wrestling,4,2,0,6,15,12,3,14
2012,KEN,Aquatics,0,0,0,0,2,2,0,0
2012,KEN,Athletics,6,7,6,19,42,24,18,69
2012,KEN,Boxing,0,0,0,0,2,1,1,0
2012,KEN,Weightlifting,0,0,0,0,1,0,1,0
2012,KGZ,Aquatics,0,0,0,0,2,1,1,0
2012,KGZ,Athletics,0,0,0,0,2,1,1,0
2012,KGZ,Judo,0,0,0,0,2,2,0,0
2012,KGZ,Sailing,0,0,0,0,1,1,0,0
2012,KGZ,Shooting,0,0,0,0,1,1,0,0
2012,KGZ,Taekwondo,0,0,0,0,1,1,0,0
2012,KGZ,Weightlifting,0,0,0,0,1,1,0,0
2012,KGZ,Wrestling,0,0,0,0,4,3,1,0
2012,KIR,Athletics,0,0,0,0,2,1,1,0
2012,KIR,Weightlifting,0,0,0,0,1,1,0,0
2012,KOR,Aquatics,0,8,3,11,19,7,12,42
2012,KOR,Archery,3,2,13,18,6,3,3,90
2012,KOR,Athletics,0,0,0,0,17,11,6,0
2012,KOR,Badminton,2,0,2,4,12,6,6,16
2012,KOR,Boxing,0,1,0,1,2,2,0,3
2012,KOR,Cycling,0,0,0,0,10,6,4,0
2012,KOR,Fencing,6,6,5,17,17,7,10,60
2012,KOR,Field hockey,0,2,0,2,32,16,16,6
2012,KOR,Football,18,0,0,18,18,18,0,36
2012,KOR,Gymnastics,0,0,4,4,7,5,2,24
2012,KOR,Handball,3,5,0,8,29,14,15,21
2012,KOR,Judo,2,2,2,6,14,7,7,22
2012,KOR,Modern Pentathlon,0,0,0,0,3,2,1,0
2012,KOR,Rowing,0,0,0,0,4,1,3,0
2012,KOR,Sailing,0,0,0,0,4,4,0,0
2012,KOR,Shooting,0,6,6,12,13,7,6,54
2012,KOR,Table Tennis,10,3,1,14,7,3,4,35
2012,KOR,Taekwondo,1,1,3,5,4,2,2,23
2012,KOR,Triathlon,0,0,0,0,1,1,0,0
2012,KOR,Volleyball,0,0,0,0,12,0,12,0
2012,KOR,Weightlifting,0,1,3,4,10,6,4,21
2012,KOR,Wrestling,0,0,2,2,9,7,2,12
2012,KSA,Athletics,0,0,0,0,10,9,1,0
2012,KSA,Equestrian,4,0,0,4,4,4,0,8
